Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,week,day_of_week,day_of_year,is_weekend,lag_1,lag_2,lag_4,roll_mean_4,roll_std_4,roll_mean_8
12,2011-12-08,955913.68,0,91.04,3.701,129.2015806,13.503,2011,12,49,3,342,0,1095091.53,997672.62,996937.95,1033774.85,68061.60243417352,1023531.46875
12,2012-01-06,981345.2,0,78.11,4.277,130.9592258,11.627,2012,1,1,4,6,0,955913.68,1095091.53,1086421.57,1007505.7575,60866.17935271975,1028234.94625
12,2012-02-03,1147636.96,0,52.27,4.178,130.6457931,12.187,2012,2,5,4,34,0,981345.2,955913.68,997672.62,1044996.8424999999,91345.15654024489,1056333.2449999999
12,2012-03-02,1058767.95,0,50.58,3.702,130.3496774,12.187,2012,3,9,4,62,0,1147636.96,981345.2,1095091.53,1035915.9475,86375.39761632617,1039973.4325
12,2012-03-08,958667.23,0,88.16,3.76,130.737871,10.926,2012,3,10,3,68,0,1058767.95,1147636.96,955913.68,1036604.335,85532.12648081027,1035189.5925
12,2012-04-05,1073433.69,0,76.03,4.171,131.136,11.627,2012,4,14,3,96,0,958667.23,1058767.95,981345.2,1059626.4575,77738.85959230369,1033566.1074999999
12,2012-05-10,979825.92,0,81.61,3.966,131.0756667,10.199,2012,5,19,3,131,0,1073433.69,958667.23,1147636.96,1017673.6975,56897.95491536211,1031335.2699999999
12,2012-06-01,945823.65,0,50.43,3.599,130.1575161,12.187,2012,6,22,4,153,0,979825.92,1073433.69,1058767.95,989437.6224999999,57725.557113661394,1012676.7849999999
12,2012-06-04,1128765.71,0,64.05,4.121,131.0375484,11.627,2012,6,23,0,156,0,945823.65,979825.92,958667.23,1031962.2424999999,84120.63860804062,1034283.28875
12,2012-06-07,1014898.78,0,89.13,3.765,130.7196333,10.926,2012,6,23,3,159,0,1128765.71,945823.65,1073433.69,1017328.5150000001,79463.9171616912,1038477.48625
12,2012-07-09,955146.04,1,88.52,4.124,130.9325484,10.926,2012,7,28,0,191,0,1014898.78,1128765.71,979825.92,1011158.5449999999,84165.47953927502,1014416.12125
12,2012-08-06,1086231.47,0,84.83,4.103,130.8896774,11.627,2012,8,32,0,219,0,955146.04,1014898.78,945823.65,1046260.5,76790.16955820764,1017849.06125
12,2012-09-03,1113208.57,0,54.54,4.25,130.7413793,12.187,2012,9,36,0,247,0,1086231.47,955146.04,1128765.71,1042371.2150000001,71425.0625263307,1037166.72875
12,2012-10-02,1199330.85,1,52.27,3.722,130.3849032,12.187,2012,10,40,1,276,0,1113208.57,1086231.47,1014898.78,1088479.2325,101130.96112476054,1052903.87375
12,2012-10-08,984689.9,0,95.91,3.811,130.7561613,10.926,2012,10,41,0,282,0,1199330.85,1113208.57,955146.04,1095865.1975,88428.29354281366,1053511.87125
12,2012-11-05,1041995.22,0,77.27,4.186,131.1453333,11.627,2012,11,45,0,310,0,984689.9,1199330.85,1086231.47,1084806.135,92697.79503575528,1065533.3175000001
12,2012-12-10,934917.47,0,71.74,4.468,131.1083333,10.199,2012,12,50,0,345,0,1041995.22,984689.9,1113208.57,1040233.36,114733.93585483359,1041302.2875
13,2010-05-03,1939980.43,0,40.65,2.681,126.5782857,8.316,2010,5,18,0,123,0,1967220.53,2022705.22,1911852.58,2003321.5175,63509.69898137623,1981439.9975
13,2010-05-11,1854967.66,0,49.96,2.831,126.4912903,7.795,2010,5,19,1,131,0,1939980.43,1967220.53,2083379.89,1946218.46,69897.38411534319,1992612.895
13,2010-06-08,1969121.45,0,81.24,2.802,126.0854516,7.951,2010,6,23,1,159,0,1854967.66,1939980.43,2022705.22,1932822.5174999998,53583.11398283602,1970942.8087499999
13,2010-07-05,2005478.46,0,44.42,2.948,126.2898,8.107,2010,7,27,0,186,0,1969121.45,1854967.66,1967220.53,1942387.0,64143.57782073668,1969338.2774999999
13,2010-08-10,1871924.07,0,63.03,2.841,126.2791667,7.795,2010,8,32,1,222,0,2005478.46,1969121.45,1939980.43,1925372.9100000001,73358.7341263063,1964347.2137499999
13,2010-09-04,1898321.33,0,38.97,2.877,126.6019032,8.107,2010,9,35,5,247,1,1871924.07,2005478.46,1854967.66,1936211.3275000001,61777.86873187669,1941214.8937499998
13,2010-09-07,1870843.9,0,71.33,2.802,126.1518,7.951,2010,9,36,1,250,0,1898321.33,1871924.07,1969121.45,1911641.94,63834.99667544214,1922232.22875
13,2010-10-09,1772143.94,1,65.74,2.87,126.1145806,7.951,2010,10,40,5,282,1,1870843.9,1898321.33,2005478.46,1853308.31,55581.38286645765,1897847.6549999998
13,2010-10-12,2461468.35,0,36.78,2.817,126.7934,7.795,2010,10,41,1,285,0,1772143.94,1870843.9,1871924.07,2000694.38,311923.78533667873,1963033.645
13,2010-11-06,2037880.96,0,65.24,2.841,126.1119032,8.107,2010,11,44,5,310,1,2461468.35,1772143.94,1898321.33,2035584.2874999999,304369.68824147986,1985897.8074999999
13,2010-12-02,2030933.46,1,33.16,2.671,126.4962581,8.316,2010,12,48,3,336,0,2037880.96,2461468.35,1870843.9,2075606.6775,285422.3709278251,1993624.3087499999
13,2010-12-03,1840686.94,0,37.62,2.733,126.6042857,8.316,2010,12,48,4,337,0,2030933.46,2037880.96,1772143.94,2092742.4274999998,262247.27757214685,1973025.36875
13,2010-12-11,1939964.63,0,42.55,2.831,126.5461613,7.795,2010,12,49,5,345,1,1840686.94,2030933.46,2461468.35,1962366.4975,92577.21241216874,1981530.43875
13,2011-01-04,1864238.64,0,42.49,3.487,128.7199355,7.193,2011,1,1,1,4,0,1939964.63,1840686.94,2037880.96,1918955.9175,85829.96625335127,1977270.1025
13,2011-01-07,2048035.74,0,74.29,3.613,129.0894,6.877,2011,1,1,4,7,0,1864238.64,1939964.63,2030933.46,1923231.4874999998,93362.83678592685,1999419.0825
13,2011-02-09,1953628.82,0,77.0,3.58,129.3259355,6.877,2011,2,6,2,40,0,2048035.74,1864238.64,1840686.94,1951466.9575,75434.93071250002,2022104.6925000001
13,2011-02-12,2051315.66,0,33.94,3.389,129.8459667,6.392,2011,2,6,5,43,1,1953628.82,2048035.74,1939964.63,1979304.7149999999,89086.06923887345,1970835.6062500002
13,2011-03-06,1935593.87,0,52.76,3.752,129.0490323,7.193,2011,3,9,6,65,1,2051315.66,1953628.82,1864238.64,1997143.5225,61118.81145201318,1958049.72
13,2011-04-02,1848186.58,0,23.35,2.974,127.7195806,7.47,2011,4,13,5,92,1,1935593.87,2051315.66,2048035.74,1947181.2325,83306.1793798931,1935206.36
13,2011-04-03,1894960.68,0,34.23,3.23,128.26475,7.47,2011,4,13,6,93,1,1848186.58,1935593.87,1953628.82,1932514.1975,86880.54178908528,1941990.5775
13,2011-04-11,2036317.54,0,43.51,3.538,129.8051935,6.392,2011,4,15,0,101,0,1894960.68,1848186.58,2051315.66,1928764.6675,80103.67479261864,1954034.6912500001
13,2011-05-08,2076231.8,0,75.56,3.595,129.1846452,6.877,2011,5,18,6,128,1,2036317.54,1894960.68,1935593.87,1963924.15,109552.0522676476,1980533.83625
13,2011-06-05,1986380.4,0,47.75,3.744,129.0444333,7.193,2011,6,22,6,156,1,2076231.8,2036317.54,1848186.58,1998472.605,78187.10795514761,1972826.91875
13,2011-07-01,1744544.39,0,16.94,2.891,127.1917742,7.47,2011,7,26,4,182,0,1986380.4,2076231.8,1894960.68,1960868.5325,148826.7742855312,1946691.365
13,2011-07-10,2067232.56,0,60.62,3.592,129.6938,6.392,2011,7,27,6,191,1,1744544.39,1986380.4,2036317.54,1968597.2875,154736.3836019128,1948680.9775
13,2011-08-04,1887465.04,0,42.75,3.547,128.8238065,7.193,2011,8,31,3,216,0,2067232.56,1744544.39,2076231.8,1921405.5975,138947.32348826673,1942664.87375
13,2011-08-07,2021699.38,0,77.3,3.563,129.1125,6.877,2011,8,31,6,219,1,1887465.04,2067232.56,1986380.4,1930235.3425,145423.90492951093,1964353.97375
13,2011-09-09,1872921.31,1,70.19,3.619,129.3686129,6.877,2011,9,36,4,252,0,2021699.38,1887465.04,1744544.39,1962329.5725,96829.65533816653,1961599.0525
13,2011-09-12,2462779.06,0,24.82,3.341,129.8555333,6.392,2011,9,37,0,255,0,1872921.31,2021699.38,2067232.56,2061216.1975,275958.17363974394,2014906.7425
13,2011-10-06,1997816.98,0,61.39,3.732,129.0357097,7.193,2011,10,40,3,279,0,2462779.06,1872921.31,1887465.04,2088804.1825,257710.65763586547,2005104.8900000001
13,2011-11-02,1944438.9,1,30.83,3.034,127.859129,7.47,2011,11,44,2,306,0,1997816.98,2462779.06,2021699.38,2069489.0625,267139.37311673973,1999862.2025000001
13,2011-11-03,1852432.58,0,41.28,3.346,128.3995,7.47,2011,11,44,3,307,0,1944438.9,1997816.98,1872921.31,2064366.8800000001,272311.1102310079,2013348.2262499998
13,2011-11-11,2111592.09,0,33.8,3.513,129.8167097,6.392,2011,11,45,4,315,0,1852432.58,1944438.9,2462779.06,1976570.1375,108204.90681800466,2018893.1675
13,2011-12-08,1970341.38,0,75.95,3.606,129.2015806,6.877,2011,12,49,3,342,0,2111592.09,1852432.58,1997816.98,1969701.2375,107274.64368528296,2029252.71
13,2012-01-06,2035431.39,0,61.11,3.788,130.9592258,5.965,2012,1,1,4,6,0,1970341.38,2111592.09,1944438.9,1992449.3599999999,109751.09183363116,2030969.2112500002
13,2012-02-03,1969742.76,0,32.36,3.242,130.6457931,6.104,2012,2,5,4,34,0,2035431.39,1970341.38,1852432.58,2021776.9049999998,67345.81871481396,2043071.8925
13,2012-03-02,1927780.74,0,31.39,3.077,130.3496774,6.104,2012,3,9,4,62,0,1969742.76,2035431.39,2111592.09,1975824.0675,44453.10778795798,1976197.1025
13,2012-03-08,2044148.23,0,81.99,3.512,130.737871,5.765,2012,3,10,3,68,0,1927780.74,1969742.76,1970341.38,1994275.78,55391.048971220494,1981988.5087499998
13,2012-04-05,1995994.51,0,54.41,3.831,131.136,5.965,2012,4,14,3,96,0,2044148.23,1927780.74,2035431.39,1984416.56,48733.485547084594,1988432.96
13,2012-05-10,2041918.74,0,61.79,3.815,131.0756667,5.621,2012,5,19,3,131,0,1995994.51,2044148.23,1969742.76,2002460.5550000002,54509.00572925514,2012118.73
13,2012-06-01,1865752.78,0,33.8,3.08,130.1575161,6.104,2012,6,22,4,153,0,2041918.74,1995994.51,1927780.74,1986953.565,83792.93752728008,1981388.8162500001
13,2012-06-04,2271614.76,0,48.85,3.793,131.0375484,5.965,2012,6,23,0,156,0,1865752.78,2041918.74,2044148.23,2043820.1974999998,169203.3094683801,2019047.98875
13,2012-06-07,2184980.35,0,79.23,3.63,130.7196333,5.765,2012,6,23,3,159,0,2271614.76,1865752.78,1995994.51,2091066.6575,177575.58028813745,2037741.60875
13,2012-07-09,2165796.31,1,70.65,3.689,130.9325484,5.765,2012,7,28,0,191,0,2184980.35,2271614.76,2041918.74,2122036.05,176948.06227149806,2062248.3025
13,2012-08-06,2182437.9,0,68.4,3.776,130.8896774,5.965,2012,8,32,0,219,0,2165796.31,2184980.35,1865752.78,2201207.33,47703.08487260689,2094080.4474999998
13,2012-09-03,1986445.65,0,38.24,3.38,130.7413793,6.104,2012,9,36,0,247,0,2182437.9,2165796.31,2271614.76,2129915.0525,96023.9043012369,2086867.625
13,2012-10-02,2069284.57,1,33.73,3.116,130.3849032,6.104,2012,10,40,1,276,0,1986445.65,2182437.9,2184980.35,2100991.1075,91212.68302476109,2096028.8824999998
13,2012-10-08,2041019.92,0,81.69,3.509,130.7561613,5.765,2012,10,41,0,282,0,2069284.57,1986445.65,2165796.31,2069797.0099999998,82590.96564286521,2095916.53
13,2012-11-05,2080764.17,0,56.47,3.809,131.1453333,5.965,2012,11,45,0,310,0,2041019.92,2069284.57,2182437.9,2044378.5775,42078.1989194253,2122792.95375
13,2012-12-10,1999079.44,0,55.1,3.797,131.1083333,5.621,2012,12,50,0,345,0,2080764.17,2041019.92,1986445.65,2047537.0250000001,36366.69300330904,2088726.0387499998
14,2010-05-03,2237544.75,0,37.13,2.777,182.1201566,8.992,2010,5,18,0,123,0,2623469.95,2363601.47,2182563.66,2370776.45,177261.10788970103,2293974.00625
14,2010-05-11,2078417.47,0,45.65,2.917,182.9463648,8.724,2010,5,19,1,131,0,2237544.75,2623469.95,2258489.63,2325758.41,230234.2637764228,2321813.2325
14,2010-06-08,2219813.5,0,77.17,2.784,182.5320862,8.743,2010,6,23,1,159,0,2078417.47,2237544.75,2363601.47,2289811.4175,233557.22377722806,2287336.10625
14,2010-07-05,2370116.52,0,70.75,2.966,181.6468154,8.899,2010,7,27,0,186,0,2219813.5,2078417.47,2623469.95,2226473.06,119332.63508622881,2291752.11875
14,2010-08-10,2091663.2,0,56.49,2.764,182.7640032,8.724,2010,8,32,1,222,0,2370116.52,2219813.5,2237544.75,2190002.6725000003,135955.37597073533,2280389.5612500003
14,2010-09-04,2258781.28,0,65.45,2.869,181.7596377,8.899,2010,9,35,5,247,1,2091663.2,2370116.52,2078417.47,2235093.625,114888.43314171661,2280426.0175
14,2010-09-07,2236209.13,0,82.45,2.793,182.2569603,8.743,2010,9,36,1,250,0,2258781.28,2091663.2,2219813.5,2239192.5324999997,114453.21339582567,2264501.975
14,2010-10-09,2191767.76,1,70.87,2.699,182.598178,8.743,2010,10,40,5,282,1,2236209.13,2258781.28,2370116.52,2194605.3425000003,74059.80165893721,2210539.20125
14,2010-10-12,2600519.26,0,30.54,3.109,182.5519538,8.724,2010,10,41,1,285,0,2191767.76,2236209.13,2091663.2,2321819.3575,187874.0393040942,2255911.0149999997
14,2010-11-06,2249570.04,0,69.71,2.809,182.4315571,8.899,2010,11,44,5,310,1,2600519.26,2191767.76,2258781.28,2319516.5475,188957.59388642764,2277305.08625
14,2010-12-02,1704218.84,1,27.73,2.773,181.982317,8.992,2010,12,48,3,336,0,2249570.04,2600519.26,2236209.13,2186518.975,368787.4919890449,2212855.75375
14,2010-12-03,2156035.06,0,45.8,2.818,182.1628441,8.992,2010,12,48,4,337,0,1704218.84,2249570.04,2191767.76,2177585.8,369050.6539804249,2186095.57125
14,2010-12-11,2092189.06,0,46.14,2.931,182.9916129,8.724,2010,12,49,5,345,1,2156035.06,1704218.84,2600519.26,2050503.25,239732.5935058925,2186161.30375
14,2011-01-04,1869110.55,0,37.27,3.638,185.1790167,8.521,2011,1,1,1,4,0,2092189.06,2156035.06,2249570.04,1955388.3775000002,207768.7159774908,2137452.4625
14,2011-01-07,2074668.19,0,74.04,3.748,185.9119885,8.625,2011,1,1,4,7,0,1869110.55,2092189.06,1704218.84,2048000.715,124280.42872206536,2117259.845
14,2011-02-09,1750891.47,0,70.63,3.703,186.6189274,8.625,2011,2,6,2,40,0,2074668.19,1869110.55,2156035.06,1946714.8175,165231.1779753752,2062150.30875
14,2011-02-12,2143080.57,0,50.19,3.452,188.5024346,8.523,2011,2,6,5,43,1,1750891.47,2074668.19,2092189.06,1959437.6949999998,181340.64960897272,2004970.4725000001
14,2011-03-06,2079899.47,0,76.38,3.922,185.7545,8.521,2011,3,9,6,65,1,2143080.57,1750891.47,1869110.55,2012134.9249999998,176915.5613236821,1983761.65125
14,2011-04-02,1995891.87,0,28.73,3.231,183.4408542,8.549,2011,4,13,5,92,1,2079899.47,2143080.57,2074668.19,1992440.845,171948.97302340195,2020220.78
14,2011-04-03,2041215.61,0,38.65,3.433,184.3879911,8.549,2011,4,13,6,93,1,1995891.87,2079899.47,1750891.47,2065021.8800000001,62343.66726096397,2005868.34875
14,2011-04-11,2174056.71,0,43.92,3.551,187.9703629,8.523,2011,4,15,0,101,0,2041215.61,1995891.87,2143080.57,2072765.915,75753.44502380796,2016101.8050000002
14,2011-05-08,2066020.69,0,78.22,3.842,186.3734038,8.625,2011,5,18,6,128,1,2174056.71,2041215.61,2079899.47,2069296.2200000002,75635.5485617616,2040715.5725
14,2011-06-05,2095599.93,0,58.21,4.046,185.9374378,8.521,2011,6,22,6,156,1,2066020.69,2174056.71,1995891.87,2094223.235,57678.623632204435,2043332.04
14,2011-07-01,1864746.1,0,34.32,3.193,182.5983058,8.549,2011,7,26,4,182,0,2095599.93,2066020.69,2041215.61,2050105.8575,131713.13027696972,2057563.86875
14,2011-07-10,2078796.76,0,55.82,3.583,187.4837962,8.523,2011,7,27,6,191,1,1864746.1,2095599.93,2174056.71,2026290.87,108375.55935166859,2049528.3924999998
14,2011-08-04,2037798.88,0,48.71,3.72,185.3636656,8.521,2011,8,31,3,216,0,2078796.76,1864746.1,2066020.69,2019235.4175,105815.31655258262,2044265.81875
14,2011-08-07,2063401.06,0,77.49,3.711,186.032016,8.625,2011,8,31,6,219,1,2037798.88,2078796.76,2095599.93,2011185.7,99079.96274411511,2052704.4674999998
14,2011-09-09,2202742.9,1,71.48,3.738,186.6737376,8.625,2011,9,36,4,252,0,2063401.06,2037798.88,1864746.1,2095684.9,73347.71587728757,2072895.37875
14,2011-09-12,2470581.29,0,46.57,3.415,188.6544692,8.523,2011,9,37,0,255,0,2202742.9,2063401.06,2078796.76,2193631.0325,198349.8397182686,2109960.95125
14,2011-10-06,2132446.0,0,73.88,3.881,185.6486923,8.521,2011,10,40,3,279,0,2470581.29,2202742.9,2037798.88,2217292.8125,178183.80572408723,2118264.1149999998
14,2011-11-02,1980405.03,1,30.3,3.239,183.7016129,8.549,2011,11,44,2,306,0,2132446.0,2470581.29,2063401.06,2196543.805,204906.05215420364,2103864.7525
14,2011-11-03,1931104.67,0,45.01,3.582,184.613419,8.549,2011,11,44,3,307,0,1980405.03,2132446.0,2202742.9,2128634.2475,243537.91233920158,2112159.57375
14,2011-11-11,2081534.65,0,47.65,3.53,188.0632345,8.523,2011,11,45,4,315,0,1931104.67,1980405.03,2470581.29,2031372.5875000001,91984.4451088571,2112501.81
14,2011-12-08,1928773.82,0,77.0,3.812,186.4512115,8.625,2011,12,49,3,342,0,2081534.65,1931104.67,2132446.0,1980454.5425,71469.10189629493,2098873.6774999998
14,2012-01-06,2049485.49,0,74.48,3.742,191.0091712,8.567,2012,1,1,4,6,0,1928773.82,2081534.65,1980405.03,1997724.6575,79363.59230444,2097134.2312500002
14,2012-02-03,1926004.99,0,41.55,3.816,190.1714927,8.424,2012,2,5,4,34,0,2049485.49,1928773.82,1931104.67,1996449.7375,80818.16140402453,2062541.9925000002
14,2012-03-02,1877410.36,0,42.96,3.617,189.6122277,8.424,2012,3,9,4,62,0,1926004.99,2049485.49,2081534.65,1945418.665,73277.95315699172,1988395.62625
14,2012-03-08,1656886.46,0,76.58,3.654,191.16409,8.684,2012,3,10,3,68,0,1877410.36,1926004.99,1928773.82,1877446.825,163912.65314365915,1928950.6837499999
14,2012-04-05,1949354.29,0,55.21,3.951,190.9222115,8.567,2012,4,14,3,96,0,1656886.46,1877410.36,2049485.49,1852414.0250000001,133752.1221590703,1925069.34125
14,2012-05-10,1687592.16,0,64.89,3.985,192.1704115,8.667,2012,5,19,3,131,0,1949354.29,1656886.46,1926004.99,1792810.8175,142839.46492649184,1894630.2775
14,2012-06-01,1859144.96,0,35.88,3.422,189.1940558,8.424,2012,6,22,4,153,0,1687592.16,1949354.29,1877410.36,1788244.4674999998,139486.04217169358,1866831.56625
14,2012-06-04,2376022.26,0,49.73,3.996,190.6851712,8.567,2012,6,23,0,156,0,1859144.96,1687592.16,1656886.46,1968028.4175,292863.904907816,1922737.6212499999
14,2012-06-07,1862128.95,0,82.99,3.475,191.1338827,8.684,2012,6,23,3,159,0,2376022.26,1859144.96,1949354.29,1946222.0824999998,297921.5274687454,1899318.05375
14,2012-07-09,1904512.34,1,75.7,3.911,191.5776756,8.684,2012,7,28,0,191,0,1862128.95,2376022.26,1687592.16,2000452.1275,251235.86810816065,1896631.4725000001
14,2012-08-06,2099615.88,0,64.3,3.689,191.0155329,8.567,2012,8,32,0,219,0,1904512.34,1862128.95,1859144.96,2060569.8575,234355.53663453288,1924407.1624999999
14,2012-09-03,2020839.31,0,45.52,3.848,190.3359973,8.424,2012,9,36,0,247,0,2099615.88,1904512.34,2376022.26,1971774.1199999999,108469.84039005538,1969901.26875
14,2012-10-02,2077256.24,1,37.0,3.64,189.7076048,8.424,2012,10,40,1,276,0,2020839.31,2099615.88,1862128.95,2025555.9425000001,87238.36203645635,1985889.0125
14,2012-10-08,1648570.03,0,78.65,3.722,191.1626135,8.684,2012,10,41,0,282,0,2077256.24,2020839.31,1904512.34,1961570.3649999998,211283.22495145188,1981011.2462499999
14,2012-11-05,1987531.05,0,61.24,3.889,190.9764167,8.567,2012,11,45,0,310,0,1648570.03,2077256.24,2099615.88,1933549.1575000002,193561.74218465746,1997059.5075
14,2012-12-10,1639585.61,0,54.47,4.0,192.3272654,8.667,2012,12,50,0,345,0,1987531.05,1648570.03,2020839.31,1838235.7325,227196.57032847777,1905004.92625
15,2010-05-03,605325.43,0,31.79,2.919,131.735,8.35,2010,5,18,0,123,0,652122.44,693192.5,638647.21,676193.8300000001,63154.66439283638,667272.0375
15,2010-05-11,612987.64,0,40.29,3.049,132.9245806,8.067,2010,5,19,1,131,0,605325.43,652122.44,754134.95,640907.0025,40435.538787548794,673027.2487499999
15,2010-06-08,639651.24,0,72.7,2.942,132.6141935,8.099,2010,6,23,1,159,0,612987.64,605325.43,693192.5,627521.6875,22032.06338615834,663174.815
15,2010-07-05,661348.88,0,63.16,3.095,132.1062,8.185,2010,7,27,0,186,0,639651.24,612987.64,652122.44,629828.2975,25651.74185932605,657176.28625
15,2010-08-10,591603.79,0,52.19,2.903,132.7516667,8.067,2010,8,32,1,222,0,661348.88,639651.24,605325.43,626397.8875,30483.25872822162,651295.85875
15,2010-09-04,634605.77,0,57.77,2.992,131.9408065,8.185,2010,9,35,5,247,1,591603.79,661348.88,612987.64,631802.4199999999,29202.659119923912,636354.71125
15,2010-09-07,691497.62,0,77.33,2.94,132.5461333,8.099,2010,9,36,1,250,0,634605.77,591603.79,639651.24,644764.015,42380.36906750944,636142.8512500001
15,2010-10-09,641965.2,1,62.36,2.837,132.7564516,8.099,2010,10,40,5,282,1,691497.62,634605.77,661348.88,639918.095,40935.44064599497,634873.1962499999
15,2010-10-12,847294.04,0,23.97,3.255,132.6764,8.067,2010,10,41,1,285,0,641965.2,691497.62,591603.79,703840.6575,98916.2363035677,665119.2725
15,2010-11-06,619337.29,0,61.04,2.972,132.4357419,8.185,2010,11,44,5,310,1,847294.04,641965.2,634605.77,700023.5375,102700.7518062624,665912.97875
15,2010-12-02,682447.1,1,22.0,2.94,131.5866129,8.35,2010,12,48,3,336,0,619337.29,847294.04,691497.62,697760.9075,103050.30352958942,671262.46125
15,2010-12-03,604173.59,0,41.39,2.938,131.784,8.35,2010,12,48,4,337,0,682447.1,619337.29,641965.2,688313.005,111275.13760561215,664115.55
15,2010-12-11,619639.74,0,39.63,3.065,132.9783226,8.067,2010,12,49,5,345,1,604173.59,682447.1,847294.04,631399.43,34789.34945453969,667620.0437500001
15,2011-01-04,542556.05,0,30.34,3.811,134.0682581,7.658,2011,1,1,1,4,0,619639.74,604173.59,619337.29,612204.12,57459.28341260624,656113.82875
15,2011-01-07,674669.16,0,67.43,3.916,135.4468,7.806,2011,1,1,4,7,0,542556.05,619639.74,682447.1,610259.635,54336.57039272576,654010.27125
15,2011-02-09,649159.68,0,67.63,3.879,136.2440968,7.806,2011,2,6,2,40,0,674669.16,542556.05,604173.59,621506.1575000001,57235.26048983822,654909.58125
15,2011-02-12,699028.66,0,45.67,3.666,136.4909333,7.866,2011,2,6,5,43,1,649159.68,674669.16,619639.74,641353.3875,68940.14276869831,636376.4087500001
15,2011-03-06,695396.19,0,69.8,4.069,134.8551613,7.658,2011,3,9,6,65,1,699028.66,649159.68,542556.05,679563.4225000001,22934.06026754199,645883.77125
15,2011-04-02,556550.85,0,20.69,3.4,133.1834194,7.771,2011,4,13,5,92,1,695396.19,699028.66,674669.16,650033.845,66327.64320502813,630146.74
15,2011-04-03,573374.49,0,28.16,3.605,133.6141429,7.771,2011,4,13,6,93,1,556550.85,695396.19,649159.68,631087.5475,76677.05556017676,626296.8525
15,2011-04-11,615121.78,0,43.39,3.738,136.475129,7.866,2011,4,15,0,101,0,573374.49,556550.85,699028.66,610110.8275,61959.48241775445,625732.1074999999
15,2011-05-08,607961.21,0,73.63,4.02,136.0540323,7.806,2011,5,18,6,128,1,615121.78,573374.49,695396.19,588252.0825,27909.0263246371,633907.7525
15,2011-06-05,630522.67,0,49.87,4.192,134.5143667,7.658,2011,6,22,6,156,1,607961.21,615121.78,556550.85,606745.0375,24156.55975931362,628389.4412499999
15,2011-07-01,509640.77,0,30.53,3.351,132.8823226,7.771,2011,7,26,4,182,0,630522.67,607961.21,573374.49,590811.6075,54926.516663077746,610949.5775
15,2011-07-10,579068.88,0,51.24,3.775,136.472,7.866,2011,7,27,6,191,1,509640.77,630522.67,615121.78,581798.3825,52512.60471155179,595954.605
15,2011-08-04,587370.81,0,40.94,3.895,134.1777742,7.658,2011,8,31,3,216,0,579068.88,509640.77,607961.21,576650.7825,50044.27447498557,582451.4325
15,2011-08-07,635118.48,0,73.47,3.886,135.6283333,7.806,2011,8,31,6,219,1,587370.81,579068.88,630522.67,577799.735,51718.143959777764,592272.38625
15,2011-09-09,607593.51,1,67.59,3.93,136.2745806,7.806,2011,9,36,4,252,0,635118.48,587370.81,509640.77,602287.92,24950.87803689065,596549.76375
15,2011-09-12,764565.55,0,38.53,3.627,136.5030667,7.866,2011,9,37,0,255,0,607593.51,635118.48,579068.88,648662.0875,79708.40750104598,615230.235
15,2011-10-06,642679.81,0,69.86,4.025,134.9425484,7.658,2011,10,40,3,279,0,764565.55,607593.51,587370.81,662489.3375,69700.99534275771,619570.06
15,2011-11-02,582864.35,1,21.64,3.416,133.260871,7.771,2011,11,44,2,306,0,642679.81,764565.55,635118.48,649425.805,80587.50425032622,613612.77
15,2011-11-03,537035.28,0,34.27,3.752,133.7361429,7.771,2011,11,44,3,307,0,582864.35,642679.81,607593.51,631786.2475,98522.60446806853,617037.0837500001
15,2011-11-11,618949.82,0,47.13,3.719,136.4618065,7.866,2011,11,45,4,315,0,537035.28,582864.35,764565.55,595382.3150000001,46020.12699617597,622022.2012499999
15,2011-12-08,590836.37,0,70.63,3.995,136.144129,7.806,2011,12,49,3,342,0,618949.82,537035.28,642679.81,582421.4550000001,33986.43494661806,622455.39625
15,2012-01-06,663971.26,0,67.61,3.915,138.1138065,8.15,2012,1,1,4,6,0,590836.37,618949.82,582864.35,602698.1825,53137.6360917635,626061.9937499999
15,2012-02-03,541292.64,0,33.24,3.983,137.4238966,7.943,2012,2,5,4,34,0,663971.26,590836.37,537035.28,603762.5225,51398.17673392206,617774.385
15,2012-03-02,523831.64,0,35.3,3.796,137.0632581,7.943,2012,3,9,4,62,0,541292.64,663971.26,618949.82,579982.9775,62774.046242486955,587682.64625
15,2012-03-08,590739.62,0,73.13,3.819,138.1735806,8.193,2012,3,10,3,68,0,523831.64,541292.64,590836.37,579958.79,62768.48873422288,581190.1225
15,2012-04-05,577868.38,0,51.04,4.124,138.0332,8.15,2012,4,14,3,96,0,590739.62,523831.64,663971.26,558433.0700000001,31158.186438069002,580565.62625
15,2012-05-10,573498.64,0,59.57,4.151,138.8256,7.992,2012,5,19,3,131,0,577868.38,590739.62,541292.64,566484.57,29361.92657262348,585123.54625
15,2012-06-01,516087.65,0,30.24,3.585,136.698129,7.943,2012,6,22,4,153,0,573498.64,577868.38,523831.64,564548.5725,33125.78531793558,572265.775
15,2012-06-04,659950.36,0,40.01,4.143,137.7970968,8.15,2012,6,23,0,156,0,516087.65,573498.64,590739.62,581851.2575,59188.826127349574,580905.0237499999
15,2012-06-07,678024.75,0,74.64,3.646,138.2296333,8.193,2012,6,23,3,159,0,659950.36,516087.65,577868.38,606890.35,75797.10669186559,582661.71
